EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
1.54166,-0.45840,3.48410,5.75451,2.50038
-8.14427,5.24850,0.87897,-2.60289,-2.63663
1.49986,6.69911,5.25576,6.47944,7.94085
12.71537,11.34255,13.71536,21.99636,17.20924
16.03856,22.48887,18.14680,24.48774,20.89347
13.23157,23.13633,21.66351,13.79940,18.21861
16.10930,16.26508,19.48393,8.43544,18.15055
23.04437,13.88367,21.12725,18.50667,25.32787
22.60070,18.40921,22.64263,24.70913,26.61093
24.68579,25.41615,26.61714,18.69121,22.62776
22.71070,23.93164,33.34187,20.87244,16.51670
12.18645,21.69612,23.80565,31.69745,13.88710
7.70938,19.28821,16.09258,20.40363,15.73457
1.36059,14.17716,22.67442,2.78329,7.60876
-7.97851,19.44159,33.40290,13.65603,-3.90849
-1.69658,24.58784,29.79167,17.44435,-3.11955
16.64762,21.38784,7.98856,4.17954,6.54666
23.85722,20.18175,8.51449,8.72906,7.44866
22.75542,21.73444,17.57243,11.30847,-2.27360
26.61892,24.56214,7.68565,-2.14044,-6.11832
20.50433,24.29598,6.32512,-9.17044,-11.83947
11.76988,20.59795,8.10644,-7.39791,-20.26055
11.04887,17.16850,5.73966,-9.59755,-21.92493
2.45802,16.77354,8.32916,-13.44224,-26.13917
1.47906,24.61715,15.38749,-4.06377,-24.31796
12.21505,28.43654,21.48102,3.54558,-17.17152
10.88095,22.61766,13.55625,-4.65166,-19.90002
-0.23134,20.16027,11.80722,-7.06748,-26.53798
-8.29033,18.00672,19.74049,-1.37912,-29.64867
-7.76820,12.89565,20.37831,-2.23780,-23.89716
-4.64916,12.36271,24.83718,-6.38373,-18.78373
-5.41511,16.51867,22.29090,-3.07272,-23.18890
-9.85414,15.65478,15.02849,6.17702,-24.24738
-14.09401,7.88392,14.55960,12.94184,-20.46232
-6.14489,11.99392,10.97822,19.46201,-14.17498
2.89733,22.43413,11.34189,18.04584,-9.05752
-2.29414,16.31377,7.05259,7.17996,-14.41969
-7.47029,7.58655,2.33764,6.95658,-23.73815
-5.97161,11.93349,13.97484,10.88410,-24.48594
0.46230,20.56681,25.76856,8.84899,-11.24918
1.13991,20.96487,28.64801,9.04913,-5.77919
-9.72205,18.93761,20.70474,13.67978,-19.81498
-5.61725,23.04950,15.42744,21.42750,-20.63713
14.12507,20.03449,19.14326,24.38491,-2.94637
24.74857,16.63098,18.07583,23.72253,11.01953
22.71267,22.82819,23.01275,24.65753,15.32401
21.08916,23.84403,26.01650,30.01771,15.14003
26.51560,20.88636,19.41263,39.54419,15.01261
24.36039,21.44589,16.02774,32.33696,9.03894
18.77856,24.68005,12.09693,16.26902,6.36396
21.67174,23.88618,14.65282,15.70584,12.79238
23.48797,18.23700,18.72193,18.60676,15.80870
26.93044,25.81329,23.85322,18.37984,22.65399
30.69894,35.98383,32.51413,18.98383,31.51716
26.01709,28.86836,21.44244,20.96119,28.16151
18.52995,19.69146,13.45103,24.48321,17.57382
11.20304,16.20863,18.60374,21.10551,10.27033
6.23635,16.57539,14.75335,17.32356,13.04109
8.77140,20.80841,16.06241,20.99946,19.83423
18.40763,21.98877,20.26795,21.14851,25.38923
19.32171,18.16908,21.47896,16.45592,26.14717
9.44911,17.02375,21.82754,17.46590,18.76950
12.30102,18.46575,17.99187,16.43665,19.50445
16.98491,9.10773,16.97128,-0.05017,26.00970
14.94937,3.50874,16.45715,-4.49148,27.60189
21.59292,16.27582,20.42216,15.77373,31.47325
16.16117,21.07096,17.62281,20.22573,26.03419
-1.32284,13.97033,4.12533,7.33817,11.35237
-7.28148,8.79910,5.30112,2.17880,2.95887
-8.68961,5.84496,3.24829,-2.50945,-1.45551
-7.46716,7.20944,-1.77710,-2.63841,-3.35190
4.88606,12.91514,9.85977,9.40625,1.32579
16.07033,18.88851,16.84689,17.53672,6.30802
4.43693,17.79782,16.75714,8.33777,-7.89411
-10.82352,15.47597,13.15129,-0.68618,-21.22501
4.08899,19.05176,14.01398,9.32280,0.73396
26.52255,19.42517,25.59034,18.96046,25.79565
29.11932,18.34914,28.80630,21.64422,29.42596
23.93474,15.01231,25.11453,27.63932,28.64318
33.03021,11.80685,19.60017,30.14849,37.64413
48.97323,20.59257,21.97766,30.57664,52.78840
44.25657,25.20107,30.80206,34.68043,58.75261
36.41952,22.09754,30.76559,43.27485,59.91837
42.53490,24.78277,39.94098,44.70382,56.18557
38.29837,25.06867,40.44902,34.89825,39.83364
24.11318,21.34119,18.84550,32.57454,26.22787
18.71761,17.25678,11.31250,28.24009,23.81416
21.52283,12.74720,16.01190,14.05911,23.66458
23.03994,13.09513,24.56566,10.22541,25.12944
16.91360,17.22715,27.86843,12.45987,23.59927
14.46341,13.97301,18.97156,9.82756,18.79861
20.04529,0.88647,19.56521,14.38797,18.71914
13.43259,-4.31984,23.29222,27.01650,17.52358
-12.92231,1.06802,16.57071,17.78993,2.90353
-31.16020,-1.65062,3.79680,-11.40197,-17.74965
-14.89031,-5.32925,2.37654,-11.32957,-14.38952
3.01227,-1.85503,11.53449,8.00412,1.07059
-5.17736,-2.54501,1.64727,0.25881,0.21828
-7.24006,-3.16775,-2.84676,-10.39344,2.27677
4.93966,-1.71477,7.37342,4.10654,12.19308
8.68708,-2.97942,3.33505,19.95007,11.89138
4.59991,-3.85780,6.42875,22.10098,6.49729
6.32903,0.81334,15.91405,22.35525,12.84107
9.14719,7.21788,16.59552,24.38844,23.75213
-0.63997,4.39831,16.93100,18.92710,18.36003
-4.94117,-1.17771,17.58253,15.93377,10.40939
7.04294,-0.80539,27.58755,21.61289,19.84894
9.84341,4.23733,31.65932,19.70612,31.23936
-2.34524,8.09152,21.01648,12.41741,24.74854
-7.30586,1.09929,17.16390,13.19748,12.96923
5.17945,-5.37917,20.21373,18.77147,18.97146
13.37983,-0.67285,23.06667,17.45002,27.32777
8.39469,4.66562,15.85625,14.91986,20.81877
7.96800,4.07917,8.17784,17.30427,12.69955
5.05547,-0.62423,8.28650,10.04401,1.65744
-5.22603,1.60105,0.88069,2.96926,-9.86649
-14.41715,3.94188,-2.41194,4.82374,-9.86439
-18.55650,-2.95456,-0.54313,5.81964,-7.30119
-14.78247,-1.71827,0.65062,12.71785,-13.14697
-20.07755,4.22346,5.17254,9.66643,-28.56214
-25.04592,8.25072,8.06982,-0.95976,-30.28659
-16.95123,14.13831,16.41042,7.27969,-18.64039
-24.80750,14.66557,11.11932,4.34563,-31.31153
-34.88784,16.43790,-3.74603,-11.90514,-42.66175
-22.62327,16.53509,1.32696,-0.24360,-25.62112
-4.48473,11.30787,-0.68925,17.28027,-11.49736
8.80655,16.82160,-6.44906,8.75267,-3.57774
11.32984,22.79296,-0.04635,-1.32155,5.98642
11.26503,15.94083,1.38082,4.99375,12.54736
15.45740,12.62930,5.08019,8.61496,16.10048
16.52961,16.56426,5.70322,1.72883,17.52542
13.42656,6.84352,-0.04513,-8.00763,14.87055
3.11974,-6.63940,-3.43685,-11.37784,4.37765
-1.01317,5.60556,-3.34100,-1.14504,5.23307
2.70171,17.91703,4.62175,6.69928,11.33448
-1.07247,8.09925,1.76034,4.68441,0.40841
-5.34968,3.59684,-6.89306,0.51298,-9.35005
-0.67455,8.64595,-3.88708,-6.62114,-1.46368
13.84735,11.17223,-1.08646,-5.91264,14.62796
12.31931,6.63050,0.74980,-3.35676,8.89184
-1.56152,0.99564,0.75502,-3.44382,-4.73797
-5.78552,8.66678,9.08615,9.94857,-3.41356
-17.59743,14.70063,17.29629,10.43528,-10.91534
2.55183,10.75631,3.07038,-6.10230,14.15145
61.33611,11.62287,-1.77628,-0.28546,74.05276
96.06787,15.71434,7.65749,8.02367,101.05188
89.16409,11.80146,11.91931,-10.35769,94.71787
67.56813,2.80585,15.51673,-24.13175,77.84798
52.42466,5.34493,14.22257,-7.85709,54.98425
41.18266,10.99291,15.38326,6.61422,39.91041
40.34697,2.72374,11.11917,-4.40898,43.91187
37.29821,-2.66788,-0.12459,-11.26173,43.48829
21.37107,0.65035,-2.40501,-5.96317,26.51569
4.47204,-4.82039,-11.27325,-8.14189,5.18673
-14.04813,-20.72776,-23.66495,-14.96936,-15.50962
-27.54823,-28.30236,-30.39686,-22.24264,-27.05850
-22.54814,-20.79813,-33.03121,-29.43299,-23.66587
-19.64732,-22.32901,-31.68755,-32.27293,-24.60619
-22.78413,-29.91368,-36.70931,-32.10308,-26.33617
-17.53976,-25.68255,-36.73862,-36.62884,-18.04236
-6.35610,-26.31643,-35.04867,-38.21636,-10.85113
3.77089,-31.37070,-37.46522,-20.48684,-5.13215
-9.85533,-30.22572,-31.42001,-9.09066,-8.91965
-29.76743,-25.78997,-29.66545,-19.01867,-16.82190
-23.79592,-18.89319,-23.14328,-18.42521,-18.20713
-14.74320,-16.57317,-12.96812,-8.31100,-21.80666
-27.64907,-16.32724,-16.55913,-7.39201,-29.97253
-41.70446,-15.62699,-13.70535,-13.48448,-34.12253
-35.67019,-16.64842,-11.35894,-19.85478,-32.37597
-23.11342,-17.27742,-14.68792,-16.92926,-28.99575
-16.85530,-19.48908,-11.30378,-9.67684,-22.99575
-10.68679,-16.86340,-9.36105,-8.78227,-14.82979
-3.91411,-11.52469,-8.42996,-11.71305,-7.02978
-7.49328,-18.48238,-13.42896,-13.63721,-9.13809
-20.08467,-29.85147,-15.31952,-18.23695,-29.03490
-19.42321,-23.92733,-9.87359,-23.26606,-33.87818
2.19240,-6.89297,-14.21731,-16.70465,-1.58629
7.88190,-6.56337,-17.84814,-14.66030,15.25040
-11.78989,-15.50766,-22.07508,-22.60390,1.41118
-16.07029,-13.00135,-24.46780,-15.25780,1.14039
-11.82992,-8.93102,-16.62001,-7.54361,-0.61880
-20.46293,-7.80667,-20.43351,-12.87831,-16.90580
-29.33689,-14.67902,-31.73778,-14.95649,-24.05285
-34.38716,-29.81672,-35.83279,-14.62983,-25.83994
-30.08079,-27.12562,-28.30760,-15.10336,-23.54268
-19.63764,-14.37449,-18.98359,-22.96614,-23.34855
-21.02573,-18.28714,-23.90694,-35.78170,-30.53579
-30.15610,-26.79691,-20.06609,-30.94007,-26.99973
-24.54936,-25.89508,-10.90485,-10.63205,-20.18399
-7.37430,-19.15028,-10.92425,-3.47209,-21.06269
-9.06184,-16.20609,-7.10609,-17.41599,-20.08166
-20.45354,-18.55834,-11.26116,-19.54655,-16.28110
-16.24236,-18.47590,-15.07202,-1.25735,-14.07304
-13.54114,-19.79230,-13.06262,0.21574,-14.67977
-12.18508,-17.88628,-14.04127,-15.43942,-10.25103
-10.41289,-12.82413,-9.66384,-23.54044,-11.19934
-14.45829,-15.12474,-16.65484,-22.97987,-16.59847
-16.08179,-20.05299,-24.88390,-21.85406,-15.26320
-15.20356,-20.96023,-17.53384,-26.46201,-18.42542
-17.91020,-19.96817,-13.08563,-27.58976,-21.41253
-22.21697,-18.37890,-11.98262,-20.05608,-12.73621
-24.12790,-13.69245,-15.32836,-12.59135,-6.93042
-20.60603,-13.70900,-20.07330,-7.90459,-10.25642
-17.73647,-22.48060,-22.34848,-14.00512,-16.24876
-19.15275,-21.16787,-23.34091,-24.63566,-21.26618
-24.99356,-10.61647,-17.01054,-18.16193,-24.29865
-27.69297,-8.15281,-20.01980,-4.68925,-23.41712
-20.70260,-16.90534,-24.88925,-11.93580,-23.19462
-13.80723,-25.11783,-20.39508,-25.64519,-23.95509
-5.21595,-14.86115,-20.14925,-11.70103,-10.57579
-1.77600,-4.51028,-17.86400,-0.72589,-3.18432
-14.52073,-15.32483,-25.54157,-19.33615,-18.49488
-22.59147,-22.53033,-33.65899,-23.52956,-23.12087
-17.48070,-16.01289,-22.96689,-11.60791,-15.36287
-12.52400,-10.64338,-17.78630,-14.99350,-15.07166
-16.80261,-7.34645,-14.16802,-24.25844,-18.31882
-26.44927,-8.31271,-9.76355,-28.96668,-22.81538
-26.31005,-12.44778,-10.75357,-21.85225,-24.29176
-18.15224,-11.51980,-9.87476,-5.61688,-19.66109
-9.04112,-3.99901,-14.58069,-0.03326,-11.19997
-3.41611,-0.89385,-15.29335,-8.76184,-8.13817
-7.50904,-10.66738,-14.97219,-18.06329,-14.80289
-7.56936,-18.17327,-17.03683,-16.13329,-13.34319
-1.05956,-18.01386,-11.75793,-13.52977,-4.19784
-3.87276,-11.61706,-10.66423,-13.90998,0.31094
-10.63655,1.21657,-2.08209,-5.39176,2.46917
0.33966,4.91783,4.31813,1.55893,3.89560
21.75610,-0.87200,-12.79295,-7.43747,4.82225
16.46021,-7.87057,-24.36420,-24.46332,-2.36565
2.06566,-7.56469,-17.17147,-24.30787,-8.30803
16.56057,1.40709,1.37651,-7.52688,3.82461
28.96488,-1.59919,12.34775,0.63383,14.51749
20.00599,-6.71914,7.60984,3.20586,15.10113
11.23129,2.07775,6.90413,3.17985,12.84017
11.55231,6.59280,3.83127,-5.51897,5.36443
24.41874,4.84131,-0.51324,-10.54565,6.50826
40.23229,8.80054,-0.20666,-2.85293,21.44512
36.80514,8.80916,-5.06188,2.29270,24.04222
14.83747,-4.53830,-8.52407,-16.50072,2.63649
9.16295,-7.33410,-11.77319,-31.94267,-5.95540
25.21810,5.74449,-9.36013,-18.05460,10.00355
28.92372,5.91939,-5.56812,-13.18076,13.97432
22.92159,1.07938,-13.21240,-23.19474,11.98450
20.58196,2.57398,-14.35978,-21.17075,16.32133
17.71258,0.51412,-18.30564,-20.18655,8.34028
16.27624,4.45984,-22.86326,-20.85034,0.01640
13.91425,14.95128,-8.57035,-12.83626,6.79273
16.64221,17.40331,-0.99822,-9.83292,17.86416
19.75924,5.38932,-6.35526,-15.59797,19.87893
12.08350,-6.46848,-13.71862,-19.36300,13.55985
9.72005,-2.42717,-13.79968,-19.08704,10.36980
11.21252,2.19208,-6.34487,-18.59676,11.06475
11.34002,2.91225,-5.19744,-9.77639,19.11340
17.17879,7.34344,2.46371,0.95997,27.90475
15.94211,7.88811,6.23131,0.31725,22.21403
12.51137,6.08385,1.80621,5.84224,22.16562
23.26523,3.93639,7.99083,17.60645,36.42262
31.00527,-1.40127,2.66446,15.89506,38.94816
19.13041,-6.11176,-8.32636,-2.12059,22.52681
7.40118,-4.98240,-6.81573,-22.79705,9.49682
11.63680,0.95728,-3.25922,-22.41207,15.62429
10.20264,-2.63424,0.79671,-10.38671,16.15424
7.08074,-7.59264,3.09629,-5.30457,8.89677
17.91799,1.57213,9.21099,0.05132,16.64444
20.96191,6.46763,9.90198,-2.20613,22.15076
11.04642,0.10650,3.51882,-13.43245,16.98269
4.25075,-6.77810,8.53949,-9.17259,12.55082
11.62524,-10.81798,9.99205,10.38093,11.43040
25.57625,-10.35375,8.56412,10.83391,17.41084
20.47299,-7.77885,8.24298,-10.58430,21.46861
12.42612,-5.02357,1.82012,-13.48893,18.42704
23.22264,-4.16830,6.58228,0.39785,17.57402
31.80343,0.00394,10.65924,2.42065,20.77126
26.44829,7.12743,5.99871,-2.91838,17.56328
15.30212,1.51953,2.95313,-9.92593,6.23746
11.68551,-5.56435,-1.79754,-14.55372,6.57799
16.35574,-3.58991,1.00193,-13.96192,13.99094
15.83430,-6.85244,1.95614,-13.17889,12.29243
11.46951,-9.55517,-0.67663,-6.54298,13.86244
11.82308,-5.98264,0.68649,0.49902,17.85536
19.96982,-4.32004,-6.41141,-0.68696,15.76629
21.26160,-6.21187,-8.28604,-8.25922,10.89435
9.00772,-7.01587,-5.16394,-15.15582,7.98445
6.86584,-1.50010,-6.26422,-8.56285,12.68574
12.21942,0.80176,-3.05796,-0.53493,15.81483
9.28319,1.46403,0.98167,-1.28173,14.58719
3.29117,6.09566,7.03310,-0.90214,13.75624
-5.73328,6.90770,6.08862,2.52292,7.10706
-10.27527,6.24462,4.05158,8.84767,1.06070
3.23673,3.57244,12.97520,11.56883,7.35721
26.01099,8.00400,15.94349,13.86209,26.92877
41.85380,19.77158,17.44630,19.81311,45.59424
57.36367,21.39803,16.29625,15.64232,54.53162
75.43764,26.11186,18.99352,8.83571,68.54712
66.84925,33.96218,35.50315,7.34570,72.68473
39.10408,27.94715,29.60081,2.30826,46.56477
24.42554,21.35519,16.04707,2.58262,16.14582
17.08298,25.57952,21.81975,14.03195,5.93351
11.29856,30.15790,24.50295,19.29803,11.68708
3.04393,24.14304,23.75350,6.18297,9.79270
-6.42264,16.86704,19.37834,-4.20784,-3.74828
-6.03729,17.98244,18.27029,5.70516,-5.83931
-1.65305,20.57049,25.02714,16.46570,4.75280
4.51517,20.71390,24.70441,17.86339,8.89436
9.84420,14.99506,19.36724,9.27158,-0.55836
1.24977,6.31939,3.42528,-9.01873,-9.98153
-12.12734,1.91992,-7.63458,-11.78364,-9.24837
-10.69482,1.72588,1.81992,9.05935,-4.86709
-0.79416,12.83466,10.62642,22.91206,2.73873
2.01068,23.19646,14.00272,11.71570,10.27387
6.41212,19.13460,10.14677,1.46396,13.28970
5.84695,16.67314,11.36960,12.21021,8.92580
-14.71502,14.90704,20.73055,22.34347,-11.11369
-8.43194,14.27364,15.78434,21.87719,-13.21491
31.41602,22.82584,13.64525,19.38815,19.63848
39.43597,27.89605,20.58614,16.64948,39.63073
28.15563,24.42777,26.87196,15.75942,40.33008
45.65644,14.88786,34.04534,12.79456,50.52738
62.18129,11.54117,32.01407,13.73384,54.77671
38.89974,20.93151,25.69587,20.70911,31.91579
11.12544,25.02867,18.37365,19.43396,16.55666
21.36452,19.03344,18.26433,14.99884,32.43385
33.15668,15.02530,24.25133,14.79373,34.42948
21.19212,21.78632,17.35581,17.20853,19.24757
16.54342,27.93696,19.85560,17.87296,23.72159
24.39571,20.94123,28.81787,14.58070,29.19876
22.58955,15.84997,24.83932,16.77258,19.56933
15.35096,19.40102,26.28307,18.52319,17.40605
24.08932,23.15629,26.14357,20.71581,28.16298
28.19973,20.10421,20.82370,28.85920,23.01124
7.92647,11.87258,14.13073,20.66052,2.23485
2.68993,10.79560,4.32341,1.78697,6.42785
9.91276,12.18639,3.08154,1.44605,18.21534
0.06554,13.90576,4.48763,18.90782,7.50755
-3.57315,20.77083,11.08280,29.05207,1.52087
-2.92682,16.19179,13.98664,11.38881,2.35640
-13.82186,2.39413,4.51031,-8.20363,-4.57758
-9.78903,3.34526,12.64765,2.08476,-5.54216
6.60360,15.53725,28.40464,23.93647,1.22168
0.64281,16.89994,28.72839,30.57807,4.94190
-20.68964,10.67533,16.85850,17.33522,2.05198
-27.30833,14.26490,3.59691,-0.84897,-5.83524
-18.32968,12.56021,2.40993,-7.04030,-12.18562
-8.38264,-1.18814,-3.11159,0.16605,-8.20511
-15.36956,-4.97391,-5.07306,4.59288,-4.44198
-40.30248,0.81547,6.80817,-6.07416,-19.45509
-36.50103,7.86571,6.96022,-9.38523,-24.79193
2.98557,12.97299,9.23605,6.99414,1.46645
21.53950,15.68562,20.22038,27.91642,29.23382
8.96579,18.36021,22.50820,39.31286,42.35416
-0.96075,13.26628,17.35741,31.60336,42.26286
6.81654,8.96709,11.86119,31.02811,37.37752
11.91957,13.60857,16.96539,46.76516,32.82322
-1.18162,13.28840,17.50020,36.62127,22.52191
-10.49782,10.03533,15.35058,14.17482,15.76045
-7.50487,9.36884,28.28448,22.61540,13.57819
-4.56130,8.63247,33.05914,38.26565,11.76054
-10.68504,8.27096,29.24551,28.02601,13.57774
-20.07961,6.60019,23.76170,12.88671,14.66363
-11.69448,6.91448,19.07807,20.40763,17.89680
0.89714,6.18308,25.86123,28.04809,24.15579
-2.80086,6.79905,22.11164,17.46576,23.68617
-12.48389,12.87470,13.58558,12.21455,15.02848
-19.85008,10.15544,17.34022,20.16132,11.08365
-17.02194,0.20087,21.16814,23.67097,18.86139
-10.42726,-7.62668,20.68957,12.55736,20.74078
-15.11645,-3.19633,12.97396,5.14764,13.30963
-22.79364,14.07003,7.70191,10.11859,6.32722
-20.50782,15.53230,1.62843,5.71992,-4.95188
-11.77058,3.29740,-4.12355,1.90274,-9.90101
-15.11645,4.94210,9.44955,7.03497,-9.90265
-30.11274,17.54904,13.10886,-1.76722,-20.29319
-36.56985,17.69851,1.64065,-11.38186,-29.47898
-28.02525,3.40082,3.20106,2.73452,-24.44637
-10.24080,1.78206,13.55506,22.28563,-3.39632
-5.08947,12.40282,24.43906,22.28294,13.69301
-14.45351,15.16945,22.04508,17.80576,8.75763
-11.90972,14.97498,17.67241,26.04174,2.44016
0.11390,15.92066,22.91720,32.04185,7.31979
11.05208,15.71684,22.57021,30.17767,13.37481
14.13550,13.97466,25.30336,22.44776,13.02849
2.47485,10.66371,26.49208,17.19668,9.89139
-6.93156,9.08853,27.06107,27.88282,9.13401
-9.17175,7.80540,35.50387,29.40380,2.68923
-14.77866,9.02021,31.28176,12.48598,-3.48937
-20.89699,8.28329,19.54151,6.48464,-7.41857
-23.93776,0.14857,6.59120,10.35564,-16.65381
-21.46579,-1.57454,4.31078,11.89559,-13.26145
-16.52990,5.43839,17.09782,8.88128,-4.17697
-12.47574,8.05228,15.82507,8.07472,-10.23004
-12.14285,1.07497,9.98596,12.00948,-16.55124
-13.12702,-2.46008,16.35496,11.52565,-11.68457
-8.61927,7.64321,24.00999,6.66680,-7.89705
-9.90829,12.43833,23.99311,2.73006,-14.43533
-18.22080,7.84491,10.86099,9.39316,-20.65211
-19.04076,4.57038,7.62748,20.77922,-22.12521
-16.24501,-1.01817,15.00723,10.93980,-25.84973
-17.42310,3.28695,16.51211,-1.58681,-23.84663
-23.05471,14.09748,16.70556,8.88559,-19.22359
-22.10409,6.57670,6.79727,10.30011,-21.08610
-12.21163,-7.40360,3.56512,-11.59117,-23.21826
-12.75713,-8.81385,12.14685,-17.65843,-25.62461
-20.71599,-2.08320,10.45855,-0.85537,-26.37325
-20.15957,4.18050,12.28678,-0.97414,-23.30484
-6.14756,8.16943,17.06052,-13.47598,-15.06966
8.77286,13.63841,18.56079,-8.05091,-2.24123
3.60136,13.13695,16.84069,2.84098,-0.41635
-4.08061,-0.85060,6.93414,6.93325,-8.89628
-0.45286,-13.83158,3.80801,2.50801,-15.12653
3.08821,-3.56742,5.70588,-2.57182,-7.31839
12.83689,9.46414,9.77676,6.21355,12.18680
15.12669,-3.00302,11.96658,9.32192,11.55710
-4.07075,-6.19847,9.66847,7.76703,-2.97591
-14.19660,5.30725,15.39027,13.35692,-6.12857
-2.72240,-3.19695,3.88786,-1.55676,-11.88231
0.81514,-6.77308,-12.98474,-21.28059,-20.63101
-15.88621,8.08907,-3.41554,-10.35462,-20.43975
-26.65980,7.32145,-4.26056,0.16380,-21.08605
-25.91609,-5.50546,-19.01769,-16.73190,-31.14723
-33.87948,-11.74903,-24.56489,-26.65294,-40.95076
-40.46044,-15.99716,-23.90173,-12.71232,-40.17810
-35.16554,-11.86675,-22.77848,-9.24237,-36.67308
-25.30656,1.81137,-28.07875,-22.23554,-30.67649
-16.59727,0.31067,-24.79121,-29.92723,-20.93776
-12.17398,-9.09045,-16.21891,-25.27368,-13.81732
-7.34293,-0.91761,-16.65896,-13.08948,-6.50799
-5.41971,2.29183,-15.58209,-12.78998,-4.16870
-4.17582,-7.10910,-10.00435,-14.16811,-1.81098
-3.98567,-5.44503,-1.66786,-4.41588,1.67383
-17.48957,0.72814,-9.45944,-10.09594,-12.66325
-31.49965,0.27074,-28.12606,-17.76355,-29.72152
-28.89948,-7.84951,-26.51708,-7.28894,-25.56962
-9.46879,-12.20692,-18.92536,-2.60494,-6.60019
5.41070,2.54525,-13.77117,-6.57502,3.43071
-12.20873,11.75112,-14.82287,-15.26859,-16.61283
-35.28056,-6.40428,-27.62326,-30.43922,-39.12622
-27.23085,-21.57090,-25.54684,-26.84779,-29.26450
-9.24350,-5.93140,-13.25477,0.32058,-13.20813
-9.41689,10.22929,-9.31781,10.01912,-21.03246
-17.23456,-1.77535,-17.14706,-7.95583,-31.10675
-13.14485,-13.28525,-26.07107,-14.91683,-21.56247
-4.51884,-9.64820,-17.14511,-6.28862,-12.99262
-3.17704,-7.05227,-15.27661,-1.65373,-14.11959
-8.51933,-12.02136,-21.00854,2.15260,-11.40028
-13.05270,-23.19627,-13.05334,1.98966,-9.48874
