EEG.AF3,EEG.T7,EEG.Pz,EEG.T8,EEG.AF4
-6.07314,-15.19278,-6.39502,-18.16470,-0.16368
2.30603,-7.40539,4.50353,-6.56909,9.89423
0.56872,-8.98402,0.68843,6.36390,5.88868
3.88410,-3.11400,-3.09930,7.09054,7.96382
-10.35938,-15.86642,-16.99715,-13.56181,-1.50920
-16.42497,-17.33766,-16.07884,-10.54933,-4.20727
2.33691,3.76178,7.68105,16.47470,16.04033
2.79457,-5.08373,8.21723,9.98896,18.58013
14.88644,-9.04205,13.16355,16.77811,29.53271
15.22855,-16.42634,9.12789,17.89903,24.43382
12.44321,-11.88191,4.41411,9.74903,17.08465
24.45319,14.38542,17.95588,23.15762,31.12984
7.60779,8.72982,12.12676,16.13863,17.77394
8.98787,13.47519,18.48446,18.98972,17.50702
8.93727,10.72701,18.10847,18.39651,12.77353
-10.58178,-9.70993,5.11277,2.53214,-9.15683
-4.74855,-7.00413,15.07813,4.27509,-2.72844
-3.92079,-12.67589,8.02568,-8.59422,-4.92636
9.30734,3.06924,6.16215,0.86367,5.20259
20.67869,20.57966,8.14590,18.73376,19.80415
10.38060,11.16294,-4.71205,7.69378,13.50391
13.91690,16.99923,-4.78978,9.04937,19.63097
12.55733,20.38561,-10.02776,7.03448,18.05819
21.09085,29.04198,5.27961,17.81792,25.41124
14.30759,28.56155,24.72442,21.79461,22.69266
-6.54365,18.76405,24.42594,4.38108,3.44982
12.45998,29.85990,42.20972,21.47570,16.97055
11.70251,20.23563,38.89605,23.56769,11.84594
7.42926,18.24117,22.79047,12.70215,7.85157
25.81784,26.25282,16.73839,18.95782,29.76350
33.14722,22.02274,6.16405,22.77272,36.76793
44.40201,35.12049,5.14140,34.19838,41.64935
28.32933,22.99336,-7.83085,16.98294,24.49468
13.46779,13.77037,0.95758,5.07198,13.62024
13.87550,19.81986,24.38047,10.99707,11.95559
-2.31147,4.18909,19.16165,-5.31243,-6.67354
10.38995,14.98117,38.88002,11.32807,9.65390
16.34423,17.18886,48.89150,23.67279,14.20118
10.26395,6.59560,28.48935,11.34689,4.62946
16.98710,10.01357,10.04846,10.70964,16.16450
5.24389,-4.41794,-22.30080,-8.03292,5.79981
12.13573,-1.60406,-31.50686,-9.13063,9.28553
13.87999,3.04232,-28.73626,4.45863,13.85223
0.55330,4.39626,-22.70587,11.02223,3.60836
4.99803,15.86887,2.32407,14.15801,5.64389
-5.91489,7.35744,15.47327,0.73676,-8.13927
-7.99706,14.74513,33.29960,14.49170,-5.76166
-7.17353,12.88412,33.92753,14.52410,-0.82757
-1.59025,4.15642,23.56389,-0.42159,-0.77886
24.80740,24.22755,32.57531,27.63035,23.98411
26.58756,23.35761,19.67894,30.47540,29.43261
32.11248,22.16614,12.01295,15.05931,32.00333
28.26970,20.39215,5.82713,10.04235,25.72129
13.19065,13.96953,-4.88056,7.63316,13.13286
26.51983,23.43493,12.22015,17.29184,25.39008
10.83558,7.19144,13.73165,2.89871,7.70392
-5.78448,4.25464,18.96965,-2.49080,-3.00808
0.86646,13.50964,31.76368,2.15689,10.30885
6.16462,11.10248,28.49619,3.45052,11.68872
20.61774,27.56802,32.35475,25.29910,19.64349
4.23641,14.93207,11.87807,7.67545,3.96043
-2.16020,2.38473,-1.36626,-5.34466,-1.11464
11.67963,10.55779,6.10569,14.33059,12.12819
3.93604,5.23332,-1.50691,10.69866,7.11859
12.17155,15.77579,6.25082,18.12040,17.55076
7.20400,12.73460,12.50035,18.48668,11.02719
7.96219,12.40796,30.16683,23.26419,11.11029
28.90120,24.00824,51.38317,40.49018,30.47874
18.95982,9.08748,32.70962,22.24855,16.90699
23.36853,9.06670,24.93572,22.03968,20.93442
33.03500,7.44559,19.71927,27.63459,30.22205
28.00839,0.01353,8.37446,13.29926,23.92352
15.90742,-7.51072,-1.30410,0.11871,12.01923
-1.42603,-28.40398,-21.64550,-14.36769,-11.33147
18.34638,-11.67671,-3.76014,4.10114,6.41227
19.04276,-2.31002,9.86932,9.07348,17.84499
2.49885,-14.81070,-3.43125,-3.80379,2.80117
15.77695,-10.84848,3.78891,8.43209,10.66862
17.71385,-16.33489,9.02452,8.46430,17.78293
32.80277,-4.79833,21.42498,24.95410,35.96463
35.90009,-1.71188,27.41083,37.60020,33.11581
19.82855,-12.50749,20.27830,23.14924,15.92110
26.11515,-7.07922,16.30963,18.77257,27.67467
13.78924,-20.10316,-6.54796,3.25000,16.31542
2.81796,-12.94848,-5.92086,3.91785,5.05845
-12.02951,-7.66782,3.27133,-0.76992,-9.29670
-28.52661,-25.15128,-0.57219,-20.46805,-31.52720
-10.76534,-14.14891,14.41393,-1.80050,-15.16075
-12.87042,-15.23596,12.46541,4.31502,-10.65659
-9.59878,-14.19263,17.92745,8.14017,-7.27502
9.11617,-2.36039,32.93439,19.17409,6.26879
8.16017,-1.79541,23.35647,12.33057,6.93999
11.29703,2.95240,16.52933,18.40994,14.34190
0.61678,-14.05918,1.15670,5.13010,-0.13639
-0.24445,-14.26415,-1.19947,-3.59046,-4.51952
3.97110,-3.30666,0.64510,2.65756,1.46235
-15.23135,-14.86369,-21.68389,-14.22204,-17.58431
-23.47622,-11.38766,-26.59377,-20.12294,-21.19367
-35.38192,-17.07027,-27.73770,-24.73900,-28.92179
-21.80118,-4.41796,-15.08711,-7.44547,-22.21780
-4.18321,17.07538,-3.74188,11.08951,-6.55365
-26.44538,-1.87072,-22.45902,-13.34688,-22.43004
-13.76373,-0.96761,-12.26213,-4.81043,-11.17024
0.70254,1.47018,-6.42132,7.67043,2.10179
-6.02575,-0.61994,-12.04021,-0.57399,4.76070
-2.28672,8.51893,0.49741,4.70417,11.29553
-7.91863,-0.06219,-4.48207,-2.86101,-4.45808
1.13645,6.85697,-4.87546,-2.34375,1.89583
-6.88272,2.77072,-11.62809,-14.02543,-0.87414
-19.71559,-8.53203,-14.23264,-24.62812,-16.98371
-7.40793,2.40535,3.01569,-6.38951,-9.09599
-18.60073,2.60253,-3.42572,-9.73639,-16.99924
-13.25096,19.87565,6.75037,-0.93584,-10.56627
-4.66145,25.36009,16.98511,1.95844,-5.05907
-9.83512,11.71254,2.99068,-13.55904,-11.80435
9.72147,19.89305,6.23689,5.01211,6.60576
16.21661,15.76419,4.14431,12.60926,11.97246
26.12476,21.01645,8.62156,15.83470,26.29645
31.82474,20.27775,11.60582,18.69687,36.58436
19.33738,2.82553,3.57734,10.93726,20.14635
22.05453,8.32428,12.59807,19.62497,22.46795
14.02475,1.32288,6.37378,5.90064,15.76338
24.17565,7.85892,8.14542,5.12256,18.96781
37.60679,24.87999,20.01977,28.19367,34.39818
20.33656,16.12605,12.14897,24.88945,25.77096
17.18805,13.35627,6.65641,14.66037,17.48007
8.47109,6.05935,-10.25340,-2.58274,0.30652
6.36823,11.05485,-10.48977,5.40307,1.29033
6.46669,12.21102,1.29042,17.27954,4.39943
-7.45797,-2.39493,-1.94081,-2.96324,-13.10406
5.63325,13.99084,13.61057,4.91857,3.67809
3.27780,15.40830,16.46648,10.33266,8.38206
0.66538,15.22824,22.41216,9.38485,2.24045
18.52238,29.47027,41.32329,21.17166,13.70087
19.51211,22.61629,33.29847,14.94308,13.81676
32.57272,30.79341,35.25897,22.56744,28.95644
29.26402,26.07443,28.56693,18.34535,25.89151
16.42355,15.61565,14.33235,7.69986,12.57121
15.54462,21.60960,13.39343,11.20627,15.39733
0.30084,11.71582,0.30623,0.35551,4.19648
12.97855,19.85534,11.44892,23.45865,19.93797
19.21028,16.77649,19.58171,36.13802,26.76416
11.79014,4.98152,11.25180,16.66854,14.43388
21.26808,17.70021,16.35355,21.93033,22.59599
6.85727,11.12589,9.24623,17.09232,9.28074
15.34013,17.38177,20.32631,20.15944,14.12552
29.67759,24.17017,25.85243,23.85597,27.96271
11.04611,11.24917,4.96419,12.17781,11.32615
7.84439,12.22689,5.13556,15.03364,5.04817
5.87459,6.34859,4.95481,1.35619,0.75776
4.14440,9.24924,5.69924,-5.12738,-0.01748
-7.21457,5.36774,2.93714,-5.75602,-11.87185
-11.43838,1.26521,4.28413,-4.76115,-13.20628
14.39300,20.02344,23.00085,18.31539,15.34913
8.63366,6.83926,8.91993,5.56623,1.60949
2.07575,1.32421,3.05988,-1.98186,-8.73449
4.86368,9.50147,14.91754,8.89332,0.42093
-7.01666,0.08824,3.76022,-5.60128,-11.49642
0.59087,6.52424,1.03353,1.20964,-4.61177
-3.21506,3.81738,1.03658,13.11101,-4.56043
-6.64213,8.72528,11.58328,20.42434,-7.30420
-11.94320,13.18319,10.97552,14.73022,-11.59195
-33.17295,-8.07789,-16.14643,-8.75181,-32.27371
-23.87231,-7.30901,-13.67337,-1.08926,-22.48131
-27.95169,-12.58193,-12.68048,-5.28029,-22.80250
-33.11273,-9.82346,-8.41391,-3.60717,-27.39511
-14.53075,8.99891,9.83353,21.68782,-12.15445
-12.27626,-0.62195,-1.00896,7.36344,-18.59068
-3.71281,-2.65870,-5.98225,-5.80724,-19.97258
-15.14612,-14.71312,-10.80702,-10.34877,-29.23056
-21.23338,-21.84105,-6.73528,-4.48342,-32.59714
7.75773,-2.70181,17.06097,15.76644,-12.82729
8.15145,-4.12637,14.38503,6.08215,-16.09015
3.13320,3.27502,12.45273,5.50230,-10.11993
-6.95789,1.01356,3.21885,-0.56813,-11.44494
-13.15861,-8.86697,-6.30669,-11.91367,-18.21332
2.08842,5.40506,4.44399,5.86113,-0.60359
-11.07547,0.38624,-11.43935,-1.44174,-10.98795
-18.04288,0.19257,-16.67258,-9.16577,-19.00274
-19.38588,-1.27621,-7.36961,-8.00737,-18.12410
-21.66584,-8.08043,-7.84666,-12.15134,-18.31175
-7.75757,3.10610,-4.31496,-7.37133,-5.48876
-30.17463,-9.22519,-22.97774,-27.09418,-26.22674
-41.74593,-12.57924,-24.79055,-25.76617,-32.04984
-21.66975,-5.62622,-6.28673,-5.97406,-9.33541
-10.92574,-3.91665,1.44270,-2.40359,0.54462
-5.06680,12.98293,9.09598,11.48442,7.26784
-17.72264,2.72903,-4.22271,-0.99372,-8.13369
-7.42208,-0.53377,-0.20958,-4.56831,-3.05266
4.92170,12.01583,12.07440,11.46003,8.04062
-9.53875,7.38268,0.90371,3.74153,-9.34711
2.64940,8.14298,8.51266,7.13739,-0.26596
1.30611,-3.77659,7.03769,0.92832,0.62935
-7.80306,2.01227,4.34261,-0.18360,-7.06666
-8.29639,12.35553,7.93892,8.90272,-6.87223
-18.95237,-6.53383,-4.96627,-4.19343,-14.45242
-2.85728,-3.26422,1.15118,4.77453,0.60165
-6.30951,-9.40026,-6.30339,6.71448,-6.28765
-19.36194,-16.31399,-20.08513,-1.57350,-18.34881
-1.34725,-2.26444,-6.80535,5.54752,1.13407
8.03519,-3.04096,3.39090,8.65057,8.18820
11.48061,2.36172,10.45445,20.79948,9.71736
-9.91944,-10.49156,-5.22768,-1.26853,-7.81776
-18.28427,-16.05805,-9.50364,-17.01095,-9.72180
3.79645,7.08519,6.92143,11.82590,11.54354
-2.15151,5.99578,-7.27837,6.10354,-3.80012
0.28245,10.66033,-8.57523,3.47060,-4.06566
-6.41878,5.03828,-9.59779,12.09233,-3.46757
-23.37893,-4.57386,-14.18614,4.80484,-22.40448
-7.04551,12.58246,8.88425,8.85572,-15.91126
10.70056,12.37368,19.06615,16.46592,1.44633
40.00282,16.49119,31.69507,41.06474,36.27528
43.98147,5.44537,26.92397,32.87038,44.31425
25.52570,-15.56249,4.63124,0.02406,31.43351
40.78917,-4.42102,12.40236,10.35523,48.52881
37.24637,-14.53687,5.97866,6.02865,36.92350
32.27765,-14.14878,0.12926,4.63319,29.66264
37.37914,5.85224,6.25474,20.75501,40.89517
25.22800,1.39223,-1.18043,11.59940,24.21389
19.42008,-6.77021,-0.25561,3.02997,13.58950
10.35015,-14.37579,2.56111,-4.20165,11.73439
22.75816,0.65305,17.45772,7.74552,27.16793
25.84449,3.31597,16.98235,10.39364,24.41826
0.20428,-13.88066,-0.21513,-13.16906,-3.46303
6.85894,1.04657,17.07747,-4.28548,7.69712
6.68422,-1.86032,18.41888,-0.44775,11.11380
5.92393,-6.44954,11.93241,3.11470,10.36016
14.62435,1.40794,17.05993,9.67792,17.35485
-1.51068,-10.03453,1.45890,-13.24678,-2.75750
-1.37809,-4.98338,1.31492,-12.11974,-3.42908
3.39962,-6.99694,4.28951,-7.75826,4.18129
10.95552,-7.16034,5.02858,-2.80483,9.98482
15.02215,-5.72432,6.48778,8.43817,11.14603
2.54167,-22.41312,-0.01897,-0.85598,-0.19342
18.53024,-2.82693,18.92534,15.39028,22.09162
7.10806,1.30500,10.86784,5.33364,17.48773
-15.41567,-16.94746,-11.65256,-25.21902,-5.10643
5.04441,-6.49037,2.17744,-7.58819,11.52780
2.59088,-8.37235,-1.63283,-5.84383,7.65366
-7.11425,-15.04767,-8.84554,-17.96745,-0.79302
-7.46125,-20.57130,-5.88708,-17.61221,1.66252
6.28725,-10.76958,3.62778,0.65680,16.74180
25.99715,4.56344,12.57143,22.56376,34.26685
-1.05955,-19.83517,-11.58224,-2.99182,6.03650
-15.21759,-21.43424,-19.25874,-19.38539,-6.23114
-4.63945,-9.16404,-11.26601,-12.18518,-0.88597
-1.66387,-15.74960,-9.47065,-8.71599,-5.03952
-4.84106,-14.92420,-12.51594,-7.41332,-2.48867
-26.32687,-26.63063,-38.86661,-25.91431,-25.60716
-9.02463,-16.05823,-20.02882,-6.89931,-23.71722
1.95311,-7.55743,9.03904,2.80670,-9.92757
-22.28992,-23.47674,-15.14811,-37.90518,-22.13774
0.03266,-8.74561,-18.09708,-28.21231,-6.04486
13.32501,-2.21896,-6.36778,-4.43862,1.45118
1.76776,-1.34683,-2.59893,-5.01530,0.72144
-3.62368,-3.34398,-8.17530,-10.10524,1.42743
-12.78118,-21.19276,-21.60827,-22.30354,-16.27842
-7.44321,-18.77411,-14.36811,-22.10599,-15.51633
-14.70591,-27.18047,-20.04325,-28.52255,-17.08814
-11.38647,-24.72339,-19.88136,-11.86438,-8.34344
-2.67104,-14.23747,-11.14110,3.59137,0.48797
-20.22344,-32.73066,-22.72216,-24.28714,-19.44266
-12.32184,-25.27364,-13.63895,-15.97768,-12.42610
-9.14711,-13.18272,-14.48223,-1.79482,-9.95182
-13.96516,-9.26289,-20.78053,-11.07712,-15.22847
-8.38639,-6.07883,-9.18625,-14.09879,-9.84831
-12.72680,-13.74118,-9.51687,-19.56136,-17.46360
1.56910,6.55408,-2.42143,-3.92422,-0.48560
-14.95740,0.83302,-21.34750,-14.40578,-6.50589
-36.74785,-17.12061,-35.35072,-24.12010,-29.98047
-6.82203,4.18771,1.41558,12.76828,-11.56921
-0.14335,2.85804,9.13508,3.75019,-8.41403
-3.24240,-0.40314,1.37073,-17.71271,-12.61805
2.24944,1.84322,4.12949,-9.29091,-10.58232
6.50472,-1.72641,3.45260,-1.08555,-7.02014
15.57942,1.60929,2.13495,4.43946,-0.22514
8.24328,-12.42010,-14.95036,-6.67432,-10.96745
14.76197,-18.47272,-20.61342,-5.20566,0.52345
13.36547,-31.67822,-28.63305,-16.13147,3.26417
11.32270,-41.04164,-35.20677,-33.45911,-5.03979
30.02409,-28.19029,-28.72053,-26.17937,12.16073
7.93986,-46.60584,-48.32872,-48.49511,-4.84506
4.97611,-39.92471,-34.26872,-40.08092,-7.05810
35.14835,-9.54350,-2.47108,-2.77758,22.58410
34.06250,-11.51659,-15.13969,-12.98527,22.35712
23.83932,-13.60554,-20.57496,-18.30798,13.10127
8.49109,-18.29433,-13.67655,-8.72769,-3.49660
8.05761,-11.04895,-4.21438,-1.81546,-4.64143
2.02942,-10.16084,-10.85136,-15.98169,-7.29038
-12.87383,-19.75705,-21.55386,-26.72114,-21.86139
1.90256,-5.65871,-6.08880,-0.25495,-10.03650
-11.47328,-18.61558,-22.47428,-14.80303,-25.02212
-20.49907,-22.62081,-32.03208,-28.59656,-35.24843
-8.19327,1.72636,-9.27531,-4.77615,-21.57720
-21.08929,0.37941,-7.13418,-9.86350,-32.55610
-8.24371,3.89234,4.62418,-7.15922,-19.02947
0.85730,3.13251,9.47042,-0.75853,-7.60202
-8.37520,4.80618,4.44228,5.43714,-17.67148
-5.94877,9.07341,5.39382,20.39493,-18.06452
-11.64442,-8.30802,-9.33113,8.41570,-20.84551
-5.69517,2.54729,-11.14409,2.94675,-7.51419
-13.73176,5.17214,-17.95931,-2.85952,-15.55880
-15.83947,-4.53352,-20.07554,-0.85652,-23.04196
7.14642,12.51877,5.96466,22.99663,4.50298
2.01310,15.62854,10.71884,23.51409,6.18094
-2.53505,18.92287,6.64120,22.42643,-1.07770
-16.06824,6.66777,-4.83613,0.53919,-15.60982
-24.67628,-7.37987,-10.95361,-16.86339,-20.35371
-0.56738,7.80281,0.88327,7.84901,5.41188
-5.90791,6.53231,-7.83181,5.73197,0.39259
-14.51149,14.73982,-3.13728,9.98716,-5.40343
-20.82348,18.27423,1.08329,17.14967,-11.44868
-27.68557,10.18030,-3.43641,0.65090,-23.74493
-14.40974,19.26481,11.56888,6.59077,-11.26380
-32.37864,2.94515,-0.72738,-1.81885,-26.46158
-36.15267,-0.70982,-2.99457,-6.02237,-33.07829
-14.07562,4.93250,14.39529,6.38788,-15.13124
-11.63958,-5.75486,9.38345,5.27144,-12.64744
-7.00872,5.03247,11.32913,10.30149,-5.77425
-16.41407,-2.06619,6.89809,-6.19050,-15.22555
-18.68302,-9.98414,6.53773,-19.58558,-18.19315
-19.53116,-4.35360,12.79826,-19.11431,-17.80436
-30.83434,-7.10899,11.20616,-24.09477,-28.94655
-12.88037,4.56264,21.57796,-6.41675,-11.68429
-12.61588,0.78717,12.35033,-8.27630,-13.14994
-13.12098,4.29758,12.67785,-7.19043,-15.34053
2.43743,18.37212,26.36251,10.86642,1.49059
-2.85080,12.22851,15.20709,1.15615,-3.90977
7.87501,24.16927,25.18013,9.13595,5.26047
6.75544,19.44058,29.37829,9.88893,4.10562
-0.65396,10.86715,22.67832,-0.06150,-5.02855
7.92666,23.31756,28.45365,8.11152,0.25082
-4.58449,11.27355,14.01322,-1.91271,-16.29441
-3.85033,8.57092,7.87053,-1.79838,-18.70966
-4.56552,8.57574,3.39132,-9.28904,-18.69921
-8.59119,7.90899,2.05146,-21.67376,-19.84267
-0.15884,17.60639,15.43144,-3.53554,-10.63175
-15.83613,8.95174,9.21949,1.16062,-29.60874
-17.27220,17.27431,14.02626,3.23499,-28.46145
-15.11607,18.49126,15.68189,1.18019,-17.71284
-21.65839,7.41821,4.78827,5.51584,-23.26718
-13.81680,12.29020,6.51449,25.01497,-15.70184
-14.52100,6.12633,1.16427,14.91528,-10.76882
2.89065,21.24802,14.97209,18.68067,6.84937
11.49065,27.38775,25.04659,23.40795,7.11603
5.45258,11.31855,19.13622,13.62639,0.09883
15.45099,15.83492,25.37126,24.40393,19.73261
4.27825,10.22298,14.68516,15.01698,9.19024
17.60543,20.57468,20.56107,19.12516,16.94370
35.86536,27.31424,26.18361,26.53977,39.50010
20.83309,12.07987,7.77319,5.15003,26.45997
26.73772,25.49085,19.04400,13.53439,27.57680
11.80379,20.88714,18.30064,13.71820,14.96035
-5.76680,7.59477,10.94601,7.46439,5.24794
5.67726,9.50008,22.15934,12.04186,22.06583
2.94316,7.94378,16.49468,-1.05892,20.94869
-4.85716,14.65307,6.39565,1.69854,12.30860
-22.10920,0.25006,-6.16538,-1.92501,-5.57645
-13.62619,2.35749,6.36323,0.94549,7.55460
3.89496,17.73694,22.51390,18.30787,28.67121
-11.45253,2.52023,8.94873,14.59751,5.51167
-5.74148,4.14078,15.41659,18.33259,5.96142
-12.16617,-5.30475,6.72188,-5.71731,4.89226
-29.31868,-17.54094,-11.32493,-27.50877,-10.59365
-21.83414,-6.72112,-0.55137,-3.87253,-6.32210
-21.55052,-8.99335,3.48809,-0.62124,-7.44220
-11.20356,-5.18617,9.60853,-2.21901,2.05132
-14.79648,-14.05676,0.40415,-4.49115,-2.97055
-14.24777,-12.58847,-0.47085,0.30096,-0.57776
8.17315,11.89056,25.36108,19.57006,31.02558
-6.94080,-2.66276,13.42414,4.94929,22.82785
-12.58128,-11.27378,-0.87004,-2.72364,9.10147
-1.38748,-5.70593,3.06250,-1.20448,6.48537
3.92131,-3.96704,10.69178,0.69338,10.96113
16.97506,4.08128,22.65375,16.11625,32.28704
8.74147,-7.94137,11.10976,3.20658,22.12019
7.38112,-1.22489,11.21640,2.08560,11.27575
-2.67882,2.72774,7.46106,-1.15989,-1.22310
-24.01037,-13.25130,-12.41316,-29.61330,-22.24727
-14.70131,-9.13685,-5.60233,-24.80603,-13.19217
-15.87626,-17.47336,-5.75336,-14.99087,-11.20758
-5.89753,-10.11200,-1.80771,-0.91906,0.71701
6.69540,1.18976,3.08814,8.29613,10.77549
-3.59786,-15.76956,-6.96739,-0.22756,-1.34718
1.47738,-17.43101,0.10878,7.19034,6.99471
-3.58099,-20.53165,-3.36877,-4.43313,2.64473
10.56787,-8.13904,6.21340,2.64743,12.22554
30.82182,1.74543,22.68434,29.26974,33.65313
16.13217,-16.06589,6.18469,16.25761,20.28541
28.40878,-4.94184,5.65747,13.87395,25.91145
40.04252,0.04926,6.95438,20.71453,34.65985
38.48336,-5.94032,4.26332,31.90532,36.36338
34.72611,-8.14115,4.30664,35.40654,32.45808
9.31269,-21.17732,-8.45109,7.15682,5.73567
8.88360,-11.10102,5.68799,6.27667,8.52143
14.33608,-11.33998,20.91731,7.78811,16.21718
13.62794,-17.52433,19.41655,2.68822,14.03252
15.98205,-12.25054,14.60015,9.44612,12.92209
13.93559,-11.00989,7.53790,3.02701,7.21283
32.21427,11.43830,16.86455,18.68869,28.75265
19.65990,0.75270,-6.51691,19.61000,19.59263
4.37923,-14.43502,-29.96532,5.27341,-0.33696
24.00328,13.34369,-10.21465,16.65296,19.80335
9.50568,13.65119,-8.62799,7.99777,13.06855
-1.87938,12.05458,2.11777,2.35254,2.44324
2.40278,17.26121,22.98219,-0.07515,1.15495
7.63975,22.89863,32.30939,5.21867,6.80816
14.00423,33.27689,34.86493,24.13996,19.46111
-10.10686,9.69926,4.29657,-4.18074,-4.64569
1.09606,10.87021,-1.57383,-5.95714,3.75039
26.07981,25.68820,10.10286,25.40260,33.01066
6.68416,6.59355,-15.61739,8.82195,15.91351
-1.83911,-2.66953,-37.76314,-12.87528,4.26846
4.65125,1.02495,-29.64563,-13.90168,8.76143
15.98912,14.07574,4.71085,3.76963,17.97327
3.87211,2.74178,11.92425,2.40865,2.81831
-9.44539,-8.14340,8.47366,-7.19946,-9.74601
17.27190,19.57895,38.02180,18.26574,22.84668
13.81988,12.24645,33.07382,13.86533,21.44500
7.12216,4.90867,20.00436,9.67269,12.68701
15.25106,9.45038,12.46253,20.16525,20.50113
7.83667,-9.24996,-20.83162,-0.22684,6.29918
30.38506,4.27314,-25.00205,6.89765,22.39455
34.00589,15.15341,-26.16565,16.61594,33.78313
21.32106,17.52920,-23.70034,15.48238,25.02085
24.34515,25.58117,2.02557,20.70685,20.20731
-17.55542,-4.27301,-10.13384,-17.04341,-22.45151
-54.85569,-22.65868,-23.71778,-45.24072,-55.37989
-25.87174,-1.13007,15.45587,-9.16238,-27.56740
28.03160,26.93023,63.27011,44.63434,27.52862
23.65501,16.12694,47.14793,31.83181,27.45056
-12.96467,-12.77347,3.59250,-12.71769,-10.50395
16.72536,5.26989,9.54278,12.36769,17.24085
29.04439,6.43228,-12.09368,15.28535,26.26670
9.00598,-2.07337,-48.45227,-10.07933,-2.81703
21.42191,11.74659,-34.03192,7.44663,7.85663
13.79788,-7.33073,-32.35049,-4.52518,5.95297
5.76490,-10.45230,-24.25066,-11.88644,-2.13587
-0.21174,-2.74893,1.04307,2.19332,-12.82822
-11.46229,-4.57368,19.98009,-2.88891,-25.88262
-9.44255,12.04160,35.64971,-1.38291,-19.24072
-20.45756,7.56093,24.18750,-5.27987,-25.77396
-3.40765,4.43719,26.10138,3.08924,-10.78423
16.85123,8.23650,28.83340,13.97529,7.58123
13.75208,8.48050,8.34414,19.44899,8.87665
26.96549,13.53417,-1.05003,33.41318,27.23318
23.46087,-1.66621,-15.33637,18.55215,23.15448
17.54806,5.71585,-8.57934,17.57064,19.17282
-0.86500,7.90996,-0.72560,13.32468,7.36577
-29.61626,-13.83375,-12.50693,-19.64357,-25.38561
-11.73820,2.00350,9.94927,-11.70524,-15.79593
-7.99907,7.37234,21.82812,-4.42807,-10.11317
-17.96780,-0.20028,15.52836,-6.97633,-18.24176
-6.78905,1.10095,20.38179,3.82632,-8.50244
4.90580,2.78477,18.87475,11.38919,4.54411
18.83378,17.41827,8.77148,26.81807,18.39792
6.10928,2.19488,-26.95800,10.40860,3.23334
0.67885,-8.49182,-40.78183,-3.28669,-1.23467
0.55121,0.47282,-29.19774,3.72078,2.24421
-23.63124,-8.69673,-27.20610,-14.72357,-23.68282
-16.32397,0.87908,2.46608,-11.98782,-16.75783
-17.72136,-1.74501,10.09376,-11.03250,-12.41460
-26.55481,-10.55425,-3.60893,-15.96603,-22.41113
-7.76212,-1.78975,6.56200,2.35982,-8.18559
-5.38260,-8.59447,0.28881,0.24088,-5.79859
2.28950,-0.98156,-9.16118,1.78777,-2.37547
1.73761,-4.94800,-17.06045,-0.19902,-7.89522
-7.15844,-20.20400,-16.87993,-9.80252,-12.44309
-23.43305,-30.73227,-24.38069,-26.05702,-24.64334
-79.20173,-69.63033,-65.72662,-76.79379,-82.49541
-66.05860,-55.88190,-43.55717,-62.82158,-69.91384
13.41775,6.52366,23.53238,5.41275,10.72764
41.48077,26.36907,31.68697,23.95709,36.89069
24.16052,3.20312,-1.03508,7.47825,15.31228
10.48352,-16.13574,-15.35738,-9.75049,0.70533
26.72895,13.10664,11.13583,1.92405,20.87591
17.86384,16.55071,4.31636,-2.40763,11.00162
-5.79259,-9.16518,-23.63356,-22.22037,-20.21167
5.35699,4.39989,-9.17593,-6.24411,-8.37156
-3.67280,2.12025,-10.94220,-12.28461,-12.80849
-4.50223,3.08170,-10.61979,-17.89935,-18.70969
12.11642,15.93540,6.70514,-4.46300,-9.92108
14.14539,12.29634,10.16871,-4.53395,-10.68645
19.86772,18.73895,18.54477,2.84332,-1.99981
10.48641,10.84028,13.55914,-5.20125,-10.43958
26.87387,15.55642,18.96069,1.09676,1.94080
39.75874,20.06571,15.36029,5.62504,14.75174
3.12303,-4.38142,-23.63457,-26.27238,-20.72978
0.22395,1.05481,-23.75953,-20.33389,-24.72051
4.02473,-1.48502,-15.79383,-18.90143,-20.54761
-7.01742,-14.21297,-23.07686,-33.97244,-30.09698
-0.69860,-3.38085,-13.05330,-14.04205,-20.64052
5.01791,5.84858,-1.26000,1.97225,-10.96628
11.30776,15.70637,9.86585,3.47386,-2.76047
-3.05174,3.49455,-1.96400,-12.28828,-18.06294
6.55495,7.88894,2.98491,1.04020,-12.62064
34.62493,28.39313,29.15081,30.79558,15.62762
6.55343,5.68426,12.68111,4.39615,-3.63473
-5.34646,1.06288,4.56596,-4.45569,-9.13198
6.56716,4.50916,2.26136,5.74374,-1.32745
4.66595,-9.30541,-15.62331,-5.12287,-7.39805
8.01303,-11.29809,-13.82410,-2.46114,0.87032
0.32832,-20.28727,-10.47190,3.18732,-1.40617
4.26401,-15.43492,0.44484,12.55171,3.00720
4.98436,-12.98857,3.65961,-0.14047,1.37028
-4.53024,-13.98970,-5.41836,-16.08703,-9.63101
-3.62259,-1.29396,-7.00252,-4.03828,-3.14258
-9.70637,-6.91033,-11.80362,-8.47456,-3.90138
5.16085,4.54088,5.38555,2.08111,9.83974
1.83052,9.19788,3.42575,6.53767,7.62131
-18.39916,-6.58982,-18.39471,-7.84422,-10.68680
-5.40426,-0.02820,-5.52350,7.93451,1.02271
-19.96576,-13.50699,-12.86579,-7.18059,-14.61854
